category,image_name,count,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,mask_frames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.duration_raw,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.duration_raw,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Living_Things,processed/face/male_28_1.png,1,1.0,2.0,2,615.7521362304688,615.7521362304688,0.0,614.0853271484375,614.0853271484375,0.0,1.0,1.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,617.2693481445312,617.2693481445312,0.0,82.0
Living_Things,processed/face/female_51_1.png,1,1.0,1.0,1,389.85565185546875,389.85565185546875,0.0,387.1596374511719,387.1596374511719,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,391.3601989746094,391.3601989746094,0.0,51.0
Living_Things,processed/face/male_58_1.png,1,1.0,1.0,1,227.43136596679688,227.43136596679688,0.0,223.74688720703125,223.74688720703125,0.0,3.0,3.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,228.94607543945312,228.94607543945312,0.0,29.0
Living_Things,processed/face/female_89_1.png,1,1.0,2.0,2,731.0619506835938,731.0619506835938,0.0,728.46044921875,728.46044921875,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,732.5668334960938,732.5668334960938,0.0,98.0
Nonliving_Things,processed/house/House18_1.png,1,1.0,1.0,1,115.25074768066406,115.25074768066406,0.0,113.08656311035156,113.08656311035156,0.0,1.5,1.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,116.75303649902344,116.75303649902344,0.0,14.0
Nonliving_Things,processed/house/House57_1.png,1,1.0,2.0,2,622.3919677734375,622.3919677734375,0.0,620.2691040039062,620.2691040039062,0.0,1.5,1.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,623.9132690429688,623.9132690429688,0.0,83.0
Nonliving_Things,processed/house/House8_1.png,1,1.0,1.0,1,695.1971435546875,695.1971435546875,0.0,691.5294799804688,691.5294799804688,0.0,3.0,3.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,696.6986694335938,696.6986694335938,0.0,93.0
Nonliving_Things,processed/house/House42_1.png,1,1.0,1.0,1,293.54681396484375,293.54681396484375,0.0,291.29833984375,291.29833984375,0.0,1.5,1.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,295.046142578125,295.046142578125,0.0,38.0
Nonliving_Things,processed/house/House5_1.png,1,1.0,1.0,1,588.0741577148438,588.0741577148438,0.0,586.3580322265625,586.3580322265625,0.0,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,589.5759887695312,589.5759887695312,0.0,78.0
Nonliving_Things,processed/house/House73_1.png,1,1.0,2.0,2,78.41594696044922,78.41594696044922,0.0,74.79922485351562,74.79922485351562,0.0,3.0,3.0,1.5,1.5,0,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,,'2',0.07742950320243835,0.07742950320243835,0.0,80.00670623779297,80.00670623779297,0.0,9.0
Nonliving_Things,processed/house/House47_1.png,1,1.0,2.0,2,369.2229919433594,369.2229919433594,0.0,366.4393615722656,366.4393615722656,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,370.7394714355469,370.7394714355469,0.0,48.0
Living_Things,processed/face/male_18_1.png,1,1.0,1.0,1,716.7694091796875,716.7694091796875,0.0,714.1207275390625,714.1207275390625,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,718.2863159179688,718.2863159179688,0.0,96.0
Nonliving_Things,processed/house/House33_1.png,1,1.0,1.0,1,581.3502807617188,581.3502807617188,0.0,579.685302734375,579.685302734375,0.0,1.0,1.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,582.851806640625,582.851806640625,0.0,77.0
Nonliving_Things,processed/house/House99_1.png,1,1.0,2.0,2,243.2832794189453,243.2832794189453,0.0,239.61447143554688,239.61447143554688,0.0,3.0,3.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,244.78335571289062,244.78335571289062,0.0,31.0
Living_Things,processed/face/female_88_1.png,1,1.0,1.0,1,455.9756164550781,455.9756164550781,0.0,452.2077941894531,452.2077941894531,0.0,3.0,3.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,457.47784423828125,457.47784423828125,0.0,60.0
Nonliving_Things,processed/house/House70_1.png,1,1.0,2.0,2,631.1497192382812,631.1497192382812,0.0,627.4822998046875,627.4822998046875,0.0,3.0,3.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,632.6516723632812,632.6516723632812,0.0,84.0
Living_Things,processed/face/male_72_1.png,1,1.0,2.0,2,316.3985595703125,316.3985595703125,0.0,313.2795715332031,313.2795715332031,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,317.9036865234375,317.9036865234375,0.0,41.0
Living_Things,processed/face/female_53_1.png,1,1.0,1.0,1,425.1947937011719,425.1947937011719,0.0,423.5296630859375,423.5296630859375,0.0,1.0,1.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,426.6971740722656,426.6971740722656,0.0,56.0
Living_Things,processed/face/male_32_1.png,1,1.0,1.0,1,271.9921569824219,271.9921569824219,0.0,270.31048583984375,270.31048583984375,0.0,1.0,1.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,273.494873046875,273.494873046875,0.0,35.0
Living_Things,processed/face/female_63_1.png,1,1.0,1.0,1,737.7225952148438,737.7225952148438,0.0,736.0748291015625,736.0748291015625,0.0,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,739.240478515625,739.240478515625,0.0,99.0
Living_Things,processed/face/male_62_1.png,1,1.0,1.0,1,211.0471954345703,211.0471954345703,0.0,207.44151306152344,207.44151306152344,0.0,3.0,3.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,212.54873657226562,212.54873657226562,0.0,27.0
Nonliving_Things,processed/house/House38_1.png,1,1.0,1.0,1,331.2518310546875,331.2518310546875,0.0,328.0678405761719,328.0678405761719,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,332.7540283203125,332.7540283203125,0.0,43.0
Living_Things,processed/face/female_68_1.png,1,1.0,1.0,1,10.031394958496094,10.031394958496094,0.0,6.806903839111328,6.806903839111328,0.0,2.5,2.5,1.5,1.5,'0.0',0.0,0.0,0.0,,'2',0.637522280216217,0.637522280216217,0.0,'V_nV',0.0,0.0,0.0,,'3',0.6355832815170288,0.6355832815170288,0.0,11.535445213317871,11.535445213317871,0.0,0.0
Nonliving_Things,processed/house/House87_1.png,1,1.0,2.0,2,188.12490844726562,188.12490844726562,0.0,184.95887756347656,184.95887756347656,0.0,2.5,2.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,189.62667846679688,189.62667846679688,0.0,24.0
Living_Things,processed/face/female_39_1.png,1,1.0,2.0,2,54.91077423095703,54.91077423095703,0.0,52.278141021728516,52.278141021728516,0.0,2.0,2.0,1.5,1.5,1,1.0,1.0,0.0,,'2',0.6415079832077026,0.6415079832077026,0.0,'nV_V',0.0,0.0,0.0,,'2',0.3897385001182556,0.3897385001182556,0.0,56.427459716796875,56.427459716796875,0.0,6.0
Living_Things,processed/face/male_61_1.png,1,1.0,1.0,1,492.9459533691406,492.9459533691406,0.0,489.7953186035156,489.7953186035156,0.0,2.5,2.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,494.4480285644531,494.4480285644531,0.0,65.0
Nonliving_Things,processed/house/House55_1.png,1,1.0,1.0,1,468.907470703125,468.907470703125,0.0,466.2385559082031,466.2385559082031,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,470.4197692871094,470.4197692871094,0.0,62.0
Nonliving_Things,processed/house/House51_1.png,1,1.0,2.0,2,601.9371337890625,601.9371337890625,0.0,599.2542724609375,599.2542724609375,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,603.4397583007812,603.4397583007812,0.0,80.0
Nonliving_Things,processed/house/House21_1.png,1,1.0,1.0,1,338.876220703125,338.876220703125,0.0,336.2548828125,336.2548828125,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,340.3783264160156,340.3783264160156,0.0,44.0
Nonliving_Things,processed/house/House88_1.png,1,1.0,1.0,1,665.9852905273438,665.9852905273438,0.0,664.3198852539062,664.3198852539062,0.0,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,667.4876098632812,667.4876098632812,0.0,89.0
Nonliving_Things,processed/house/House83_1.png,1,1.0,2.0,2,447.6983642578125,447.6983642578125,0.0,446.0347595214844,446.0347595214844,0.0,1.0,1.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,449.20184326171875,449.20184326171875,0.0,59.0
Living_Things,processed/face/female_87_1.png,1,1.0,2.0,2,157.8453826904297,157.8453826904297,0.0,155.67921447753906,155.67921447753906,0.0,1.5,1.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,159.36351013183594,159.36351013183594,0.0,20.0
Living_Things,processed/face/male_73_1.png,1,1.0,1.0,1,544.4139404296875,544.4139404296875,0.0,540.6795654296875,540.6795654296875,0.0,3.0,3.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,545.9312133789062,545.9312133789062,0.0,72.0
Living_Things,processed/face/male_70_1.png,1,1.0,1.0,1,419.02215576171875,419.02215576171875,0.0,415.8387145996094,415.8387145996094,0.0,2.5,2.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,420.5247802734375,420.5247802734375,0.0,55.0
Living_Things,processed/face/female_54_1.png,1,1.0,1.0,1,47.268577575683594,47.268577575683594,0.0,44.21296691894531,44.21296691894531,0.0,2.5,2.5,2.0,2.0,0,1.0,1.0,0.0,,'1',0.719013512134552,0.719013512134552,0.0,'V_nV',0.0,0.0,0.0,,'3',0.38263699412345886,0.38263699412345886,0.0,48.78658676147461,48.78658676147461,0.0,5.0
Living_Things,processed/face/male_27_1.png,1,1.0,2.0,2,639.3250122070312,639.3250122070312,0.0,636.1583862304688,636.1583862304688,0.0,2.5,2.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,640.84033203125,640.84033203125,0.0,85.0
Living_Things,processed/face/female_92_1.png,1,1.0,1.0,1,687.5227661132812,687.5227661132812,0.0,684.839599609375,684.839599609375,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,689.0400390625,689.0400390625,0.0,92.0
Living_Things,processed/face/female_66_1.png,1,1.0,1.0,1,108.07854461669922,108.07854461669922,0.0,105.41304016113281,105.41304016113281,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,109.58064270019531,109.58064270019531,0.0,13.0
Nonliving_Things,processed/house/House13_1.png,1,1.0,1.0,1,218.7398223876953,218.7398223876953,0.0,216.05560302734375,216.05560302734375,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,220.2561492919922,220.2561492919922,0.0,28.0
Living_Things,processed/face/female_52_1.png,1,1.0,2.0,2,653.123046875,653.123046875,0.0,650.955322265625,650.955322265625,0.0,1.5,1.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,654.6239624023438,654.6239624023438,0.0,87.0
Living_Things,processed/face/female_44_1.png,1,1.0,2.0,2,536.6728515625,536.6728515625,0.0,534.0205078125,534.0205078125,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,538.173828125,538.173828125,0.0,71.0
Living_Things,processed/face/male_21_1.png,1,1.0,2.0,2,101.4052505493164,101.4052505493164,0.0,97.75495910644531,97.75495910644531,0.0,3.0,3.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,102.9072265625,102.9072265625,0.0,12.0
Nonliving_Things,processed/house/House67_1.png,1,1.0,2.0,2,355.7427978515625,355.7427978515625,0.0,352.0585632324219,352.0585632324219,0.0,3.0,3.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,357.2615661621094,357.2615661621094,0.0,46.0
Living_Things,processed/face/male_23_1.png,1,1.0,1.0,1,278.6315002441406,278.6315002441406,0.0,276.9991149902344,276.9991149902344,0.0,1.0,1.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,280.13323974609375,280.13323974609375,0.0,36.0
Nonliving_Things,processed/house/House61_1.png,1,1.0,2.0,2,165.53616333007812,165.53616333007812,0.0,162.35231018066406,162.35231018066406,0.0,2.5,2.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,167.05284118652344,167.05284118652344,0.0,21.0
Living_Things,processed/face/female_17_1.png,1,1.0,1.0,1,521.8076171875,521.8076171875,0.0,519.1251831054688,519.1251831054688,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,523.3094482421875,523.3094482421875,0.0,69.0
Nonliving_Things,processed/house/House1_1.png,1,1.0,2.0,2,461.73101806640625,461.73101806640625,0.0,459.9825439453125,459.9825439453125,0.0,1.0,1.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,463.2334289550781,463.2334289550781,0.0,61.0
Living_Things,processed/face/female_60_1.png,1,1.0,2.0,2,309.27496337890625,309.27496337890625,0.0,305.6387634277344,305.6387634277344,0.0,3.0,3.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,310.7762451171875,310.7762451171875,0.0,40.0
Nonliving_Things,processed/house/House34_1.png,1,1.0,2.0,2,151.17205810546875,151.17205810546875,0.0,147.52113342285156,147.52113342285156,0.0,3.0,3.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,152.67440795898438,152.67440795898438,0.0,19.0
Nonliving_Things,processed/house/House23_1.png,1,1.0,2.0,2,121.4755630493164,121.4755630493164,0.0,119.2599868774414,119.2599868774414,0.0,1.5,1.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,122.97732543945312,122.97732543945312,0.0,15.0
Nonliving_Things,processed/house/House3_1.png,1,1.0,2.0,2,62.61732482910156,62.61732482910156,0.0,59.43374252319336,59.43374252319336,0.0,2.5,2.5,1.0,1.0,3,1.0,1.0,0.0,,'2',0.9128832221031189,0.9128832221031189,0.0,'V_nV',1.0,1.0,0.0,,'1',0.6256129145622253,0.6256129145622253,0.0,64.13642120361328,64.13642120361328,0.0,7.0
Nonliving_Things,processed/house/House54_1.png,1,1.0,1.0,1,515.1176147460938,515.1176147460938,0.0,512.4518432617188,512.4518432617188,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,516.6358032226562,516.6358032226562,0.0,68.0
Living_Things,processed/face/female_58_1.png,1,1.0,1.0,1,265.8033752441406,265.8033752441406,0.0,263.6503601074219,263.6503601074219,0.0,1.5,1.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,267.30548095703125,267.30548095703125,0.0,34.0
Nonliving_Things,processed/house/House20_1.png,1,1.0,2.0,2,235.1068572998047,235.1068572998047,0.0,231.93870544433594,231.93870544433594,0.0,2.5,2.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,236.60775756835938,236.60775756835938,0.0,30.0
Living_Things,processed/face/female_1_1.png,1,1.0,2.0,2,529.0150146484375,529.0150146484375,0.0,525.8143310546875,525.8143310546875,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,530.5179443359375,530.5179443359375,0.0,70.0
Living_Things,processed/face/male_5_1.png,1,1.0,1.0,1,484.7877197265625,484.7877197265625,0.0,481.6034240722656,481.6034240722656,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,486.3052062988281,486.3052062988281,0.0,64.0
Nonliving_Things,processed/house/House66_1.png,1,1.0,1.0,1,560.3132934570312,560.3132934570312,0.0,557.146484375,557.146484375,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,561.830322265625,561.830322265625,0.0,74.0
Nonliving_Things,processed/house/House7_1.png,1,1.0,1.0,1,673.1583862304688,673.1583862304688,0.0,669.9923706054688,669.9923706054688,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,674.6610107421875,674.6610107421875,0.0,90.0
Living_Things,processed/face/male_98_1.png,1,1.0,2.0,2,646.4483032226562,646.4483032226562,0.0,643.328369140625,643.328369140625,0.0,2.5,2.5,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,647.9498901367188,647.9498901367188,0.0,86.0
Living_Things,processed/face/male_35_1.png,1,1.0,2.0,2,179.95152282714844,179.95152282714844,0.0,177.23419189453125,177.23419189453125,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,181.45330810546875,181.45330810546875,0.0,23.0
Nonliving_Things,processed/house/House43_1.png,1,1.0,1.0,1,172.226806640625,172.226806640625,0.0,169.54312133789062,169.54312133789062,0.0,2.0,2.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,173.74420166015625,173.74420166015625,0.0,22.0
Nonliving_Things,processed/house/House98_1.png,1,1.0,2.0,2,382.1517028808594,382.1517028808594,0.0,378.9846496582031,378.9846496582031,0.0,2.5,2.5,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,383.65350341796875,383.65350341796875,0.0,50.0
Living_Things,processed/face/male_4_1.png,1,1.0,1.0,1,258.6457824707031,258.6457824707031,0.0,254.96160888671875,254.96160888671875,0.0,3.0,3.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,260.1632385253906,260.1632385253906,0.0,33.0
Nonliving_Things,processed/house/House53_1.png,1,1.0,2.0,2,93.24750518798828,93.24750518798828,0.0,90.59779357910156,90.59779357910156,0.0,2.0,2.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,94.76232147216797,94.76232147216797,0.0,11.0
Nonliving_Things,processed/house/House9_1.png,1,1.0,1.0,1,404.2073974609375,404.2073974609375,0.0,400.5417175292969,400.5417175292969,0.0,3.0,3.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,405.7249450683594,405.7249450683594,0.0,53.0
Living_Things,processed/face/female_25_1.png,1,1.0,1.0,1,610.078369140625,610.078369140625,0.0,606.9451904296875,606.9451904296875,0.0,2.5,2.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,611.5801391601562,611.5801391601562,0.0,81.0
Nonliving_Things,processed/house/House12_1.png,1,1.0,1.0,1,323.05853271484375,323.05853271484375,0.0,321.4214782714844,321.4214782714844,0.0,1.0,1.0,2.0,2.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,324.560791015625,324.560791015625,0.0,42.0
Living_Things,processed/face/male_74_1.png,1,1.0,1.0,1,433.82012939453125,433.82012939453125,0.0,430.1974792480469,430.1974792480469,0.0,3.0,3.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,435.3216857910156,435.3216857910156,0.0,57.0
Nonliving_Things,processed/house/House91_1.png,1,1.0,2.0,2,553.1393432617188,553.1393432617188,0.0,549.4210815429688,549.4210815429688,0.0,3.0,3.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,554.6409301757812,554.6409301757812,0.0,73.0
Nonliving_Things,processed/house/House27_1.png,1,1.0,1.0,1,575.177734375,575.177734375,0.0,573.5139770507812,573.5139770507812,0.0,1.0,1.0,1.5,1.5,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,576.67919921875,576.67919921875,0.0,76.0
Living_Things,processed/face/female_40_1.png,1,1.0,1.0,1,301.6340026855469,301.6340026855469,0.0,298.54833984375,298.54833984375,0.0,2.5,2.5,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'V_nV',0.0,0.0,0.0,'--',,,,,303.1354675292969,303.1354675292969,0.0,39.0
Living_Things,processed/face/female_36_1.png,1,1.0,2.0,2,374.9786376953125,374.9786376953125,0.0,373.2292785644531,373.2292785644531,0.0,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,376.49725341796875,376.49725341796875,0.0,49.0
Living_Things,processed/face/female_16_1.png,1,1.0,2.0,2,250.95407104492188,250.95407104492188,0.0,248.28836059570312,248.28836059570312,0.0,2.0,2.0,1.0,1.0,3,0.0,0.0,0.0,'--',,,,,'nV_V',0.0,0.0,0.0,'--',,,,,252.46942138671875,252.46942138671875,0.0,32.0
