category,image_name,count,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probe_Frames_mean,probe_Frames_raw,probe_Frames_std,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Living_Things,processed\face\male_95_0.png,0,1.0,1.0,1,967.3656616210938,967.3656616210938,0.0,964.9786987304688,964.9786987304688,0.0,1.5,1.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,968.8660278320312,968.8660278320312,0.0,111.0
Living_Things,processed\face\female_60_0.png,0,1.0,2.0,2,918.0324096679688,918.0324096679688,0.0,915.64599609375,915.64599609375,0.0,1.5,1.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,919.5328369140625,919.5328369140625,0.0,105.0
Nonliving_Things,processed\house\House93_0.png,0,1.0,2.0,2,1683.111328125,1683.111328125,0.0,1679.2415771484375,1679.2415771484375,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1684.6126708984375,1684.6126708984375,0.0,194.0
Living_Things,processed\face\female_51_0.png,0,1.0,1.0,1,218.53271484375,218.53271484375,0.0,215.16355895996094,215.16355895996094,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,220.03416442871094,220.03416442871094,0.0,25.0
Living_Things,processed\face\female_86_0.png,0,1.0,2.0,2,951.5811767578125,951.5811767578125,0.0,949.1976318359375,949.1976318359375,0.0,1.5,1.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,953.0830688476562,953.0830688476562,0.0,109.0
Living_Things,processed\face\female_24_0.png,0,1.0,1.0,1,1500.46240234375,1500.46240234375,0.0,1497.076416015625,1497.076416015625,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1501.9635009765625,1501.9635009765625,0.0,173.0
Nonliving_Things,processed\house\House69_0.png,0,1.0,2.0,2,150.9151611328125,150.9151611328125,0.0,147.0132293701172,147.0132293701172,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,152.4169158935547,152.4169158935547,0.0,17.0
Living_Things,processed\face\male_69_0.png,0,1.0,1.0,1,266.3638916015625,266.3638916015625,0.0,264.4793701171875,264.4793701171875,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,267.86517333984375,267.86517333984375,0.0,31.0
Nonliving_Things,processed\house\House40_0.png,0,1.0,2.0,2,1219.6820068359375,1219.6820068359375,0.0,1215.7830810546875,1215.7830810546875,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1221.1837158203125,1221.1837158203125,0.0,140.0
Living_Things,processed\face\male_62_0.png,0,1.0,2.0,2,609.53955078125,609.53955078125,0.0,607.1544189453125,607.1544189453125,0.0,1.5,1.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,611.0411376953125,611.0411376953125,0.0,69.0
Living_Things,processed\face\female_29_0.png,0,1.0,2.0,2,132.11305236816406,132.11305236816406,0.0,129.74508666992188,129.74508666992188,0.0,1.5,1.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,133.6147003173828,133.6147003173828,0.0,15.0
Nonliving_Things,processed\house\House19_0.png,0,1.0,2.0,2,99.58059692382812,99.58059692382812,0.0,96.21144104003906,96.21144104003906,0.0,2.5,2.5,3.5,3.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,101.08207702636719,101.08207702636719,0.0,11.0
Nonliving_Things,processed\house\House91_0.png,0,1.0,2.0,2,717.5808715820312,717.5808715820312,0.0,714.1948852539062,714.1948852539062,0.0,2.5,2.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,719.082275390625,719.082275390625,0.0,82.0
Living_Things,processed\face\male_89_0.png,0,1.0,1.0,1,518.1652221679688,518.1652221679688,0.0,515.296630859375,515.296630859375,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,519.6666870117188,519.6666870117188,0.0,59.0
Nonliving_Things,processed\house\House10_0.png,0,1.0,1.0,1,1065.14453125,1065.14453125,0.0,1062.2750244140625,1062.2750244140625,0.0,2.0,2.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1066.6461181640625,1066.6461181640625,0.0,122.0
Nonliving_Things,processed\house\House44_0.png,0,1.0,1.0,1,1303.549560546875,1303.549560546875,0.0,1300.6656494140625,1300.6656494140625,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1305.050537109375,1305.050537109375,0.0,150.0
Living_Things,processed\face\male_28_0.png,0,1.0,2.0,2,759.0054931640625,759.0054931640625,0.0,756.1200561523438,756.1200561523438,0.0,2.0,2.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,760.5069580078125,760.5069580078125,0.0,87.0
Nonliving_Things,processed\house\House18_0.png,0,1.0,1.0,1,485.61602783203125,485.61602783203125,0.0,483.2318420410156,483.2318420410156,0.0,1.5,1.5,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,487.11737060546875,487.11737060546875,0.0,55.0
Nonliving_Things,processed\house\House22_0.png,0,1.0,1.0,1,303.4341125488281,303.4341125488281,0.0,299.5477600097656,299.5477600097656,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,304.9372863769531,304.9372863769531,0.0,35.0
Living_Things,processed\face\female_12_0.png,0,1.0,2.0,2,1448.1600341796875,1448.1600341796875,0.0,1444.273681640625,1444.273681640625,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1449.6619873046875,1449.6619873046875,0.0,167.0
Nonliving_Things,processed\house\House9_0.png,0,1.0,2.0,2,275.756103515625,275.756103515625,0.0,272.3709411621094,272.3709411621094,0.0,2.5,2.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,277.25799560546875,277.25799560546875,0.0,32.0
Living_Things,processed\face\female_65_0.png,0,1.0,1.0,1,636.1998291015625,636.1998291015625,0.0,633.8146362304688,633.8146362304688,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,637.7010498046875,637.7010498046875,0.0,72.0
Nonliving_Things,processed\house\3257825_House58_0.png,0,1.0,1.0,1,1252.7149658203125,1252.7149658203125,0.0,1249.3291015625,1249.3291015625,0.0,2.5,2.5,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1254.2169189453125,1254.2169189453125,0.0,144.0
Nonliving_Things,processed\house\House2_0.png,0,1.0,2.0,2,58.189353942871094,58.189353942871094,0.0,54.31932067871094,54.31932067871094,0.0,3.0,3.0,2.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,59.6912841796875,59.6912841796875,0.0,6.0
Nonliving_Things,processed\house\House71_0.png,0,1.0,1.0,1,432.79669189453125,432.79669189453125,0.0,428.911865234375,428.911865234375,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,434.2981262207031,434.2981262207031,0.0,49.0
Nonliving_Things,processed\house\House67_0.png,0,1.0,2.0,2,873.0696411132812,873.0696411132812,0.0,870.183837890625,870.183837890625,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,874.571533203125,874.571533203125,0.0,100.0
Nonliving_Things,processed\house\House32_0.png,0,1.0,1.0,1,1389.4515380859375,1389.4515380859375,0.0,1387.0850830078125,1387.0850830078125,0.0,1.5,1.5,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'nV_V',0.0,0.0,0.0,,1390.952880859375,1390.952880859375,0.0,160.0
Living_Things,processed\face\female_58_0.png,0,1.0,1.0,1,1639.6845703125,1639.6845703125,0.0,1636.7991943359375,1636.7991943359375,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,'V_nV',0.0,0.0,0.0,,1641.1861572265625,1641.1861572265625,0.0,189.0

extraInfo
n_square,64
probeFrames,1
participant,1
session,001
image_size,300
postmask_dur,20
block,1
date,2023-10-25_13h11.49.579
expName,post-mask-only
psychopyVersion,2023.2.3
frameRate,59.964584925706816
expStart,2023-10-25 13h11.55.511432 +0800
