category,image_name,count,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,probe_routine.started,image_onset_time,blank.started,blank.stopped,probe.started,probe.stopped,probe_routine.stopped,postmask.started,postmask_1.started,postmask_1.stopped,postmask.stopped,jitter_delay.started,jitter1,delay_post_mask.started,delay_post_mask.stopped,jitter_delay.stopped,response_routine.started,discrim_resptime,response_window,response.started,tell_response.started,response_routine.stopped,correctAns,response.corr,response.keys,visibility.started,visible_resptime,visible.started,tell_visible.started,visibility.stopped,visible.keys,visible.corr,probe_Frames,post_trial_jitter.started,jitter2,post_fixation.started,post_fixation.stopped,post_trial_jitter.stopped,show_message.started,show_message.stopped,response.stopped,tell_response.stopped,visible.stopped,tell_visible.stopped,n_square,probeFrames,participant,session,image_size,postmask_dur,block,date,expName,psychopyVersion,frameRate,expStart,
Nonliving_Things,processed\house\House24_0.png,0,0,10,10,52,88.35229760000948,,88.32018139999127,88.32018490001792,88.35229760000948,88.85288650001166,88.86978419998195,88.88635449996218,88.87029319995781,88.87033010000596,88.88635449996218,89.21985779999522,89.20420209999429,89.20421999995597,1.0,89.21985779999522,90.2207364999922,90.20468099997379,90.20469799998682,90.20470110001042,nV_V,90.2207364999922,90.2207364999922,91.7058449999895,1,0,None,91.70620219997363,91.70620790001703,91.72223630000371,91.72223630000371,93.20734099997208,None,0,1,93.20767589996103,3.0,93.22381709999172,96.22689039999386,96.21064249996562,96.21065979998093,96.2111084999633,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House19_0.png,0,0,11,11,183,96.22689039999386,,96.2114345000009,96.21143810002832,96.22689039999386,96.72728309995728,96.7442334999796,96.76121089997469,96.74472700001206,96.74474210001063,96.76121089997469,97.09449669998139,97.07976900000358,97.07981789996848,2.5,97.09449669998139,99.59691999998176,99.58057469996857,99.58059249998769,99.58059550001053,V_nV,99.59691999998176,99.59691999998176,101.08170589996735,2,0,None,101.08206869999412,101.08207450003829,101.09839190001367,101.09839190001367,102.58321869996144,None,0,1,102.58356519998051,3.5,102.59977400000207,106.10368239996023,106.0871530000004,106.08717059995979,106.0876130000106,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House50_0.png,0,0,12,12,82,106.10368239996023,,106.08793350000633,106.0879372000345,106.10368239996023,106.60407319996739,106.6234227999812,106.63748470001156,106.62398350000149,106.62400179996621,106.63748470001156,106.97094119997928,106.95523479999974,106.95525289996294,2.5,106.97094119997928,109.4733503999887,109.45719950000057,109.45721620001132,109.45721920003416,V_nV,109.4733503999887,109.4733503999887,110.95826919999672,2,0,None,110.95857889996842,110.95858340000268,110.97498780000024,110.97498780000024,112.45979809999699,None,0,1,112.46015319996513,2.0,112.47634599998128,114.48356689995853,114.4629006999894,114.46292670001276,114.46352920000209,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_61_0.png,0,0,13,13,140,114.48356689995853,,114.4638773999759,114.46388110000407,114.48356689995853,114.99561240000185,115.01245529996231,115.0293048999738,115.01295199996093,115.01296899997396,115.0293048999738,115.36253139999462,115.34695789997932,115.34697099996265,1.0,115.36253139999462,116.36363999999594,116.34734699997352,116.34736419998808,116.34736770001473,V_nV,116.36363999999594,116.36363999999594,117.84841360000428,1,0,None,117.8487679999671,117.84878030000255,117.86508929997217,117.86508929997217,119.35005199996522,None,0,1,119.35038199997507,3.0,119.36677389999386,122.37186620000284,122.35330529999919,122.35332299995935,122.35377109999536,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_74_0.png,0,0,14,14,58,122.37186620000284,,122.3540837999899,122.35408720001578,122.37186620000284,122.88690659997519,122.90374159999192,122.92034479998983,122.90426469995873,122.90428199997405,122.92034479998983,123.25388789997669,123.2383078999701,123.2383220999618,1.5,123.25388789997669,124.7553207000019,124.73908299999312,124.73910100001376,124.73910490004346,V_nV,124.7553207000019,124.7553207000019,126.24015919998055,1,0,None,126.24047259998042,126.24047620000783,126.25689520000014,126.25689520000014,127.74173030001111,None,0,1,127.74205689999508,2.0,127.7583112999564,129.76093150000088,129.74443679995602,129.74445090000518,129.7448252000031,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_29_0.png,0,0,15,15,182,129.76093150000088,,129.74507780000567,129.74508000002243,129.76093150000088,130.2607091999962,130.2780575999641,130.29449529998237,130.27879670000402,130.27882010000758,130.29449529998237,130.62773020000895,130.61216779996175,130.61218639998697,1.5,130.62773020000895,132.12940519995755,132.11302519997116,132.11304259998724,132.11304600001313,nV_V,132.12940519995755,132.12940519995755,133.6144071999588,2,0,None,133.61469989997568,133.61470330000157,133.63079490000382,133.63079490000382,135.11566289997427,None,0,1,135.11602389998734,3.5,135.13222999998834,138.64049729995895,138.61960899998667,138.61962799995672,138.62013319996186,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_1_0.png,0,0,16,16,155,138.64049729995895,,138.6204691999592,138.6204728000448,138.64049729995895,139.15417749999324,139.17302649997873,139.1866559999762,139.17350249999436,139.1735160999815,139.1866559999762,139.5200706999749,139.50435369997285,139.5043770999764,1.0,139.5200706999749,140.52100609999616,140.504821599985,140.5048386999988,140.50484220002545,V_nV,140.52100609999616,140.52100609999616,142.0058973999694,1,0,None,142.00620519998483,142.00620940001681,142.02236209996045,142.02236209996045,143.5073842999991,None,0,1,143.5077177999774,3.5,143.52402599999914,147.04889119998552,147.0117207999574,147.01176069997018,147.01258919999236,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House69_0.png,0,0,17,17,178,147.04889119998552,,147.0132159999921,147.0132279000245,147.04889119998552,147.5611889999709,147.57820839999476,147.5950081999763,147.57842400000663,147.57843499997398,147.5950081999763,147.92838880000636,147.912998099986,147.91301600000588,3.0,147.92838880000636,150.93147849995876,150.9151366999722,150.91515449999133,150.91516760003287,V_nV,150.93147849995876,150.93147849995876,152.41660459997365,2,0,None,152.4169174999697,152.4169203999918,152.43292890000157,152.43292890000157,153.91772279998986,None,0,1,153.9180672999937,3.0,153.9344011999783,156.93773870001314,156.92123169999104,156.92124459997285,156.9215427999734,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House51_0.png,0,0,18,18,32,156.93773870001314,,156.921885299962,156.9218905000016,156.93773870001314,157.43789319996722,157.45733299996937,157.47155109996675,157.45806709997123,157.4580844999873,157.47155109996675,157.80494860000908,157.7896427999949,157.78966670000227,1.5,157.80494860000908,159.30643559998134,159.29030069999862,159.2903173000086,159.29032140003983,nV_V,159.30643559998134,159.30643559998134,160.79144920001272,1,0,None,160.79180569999153,160.7918120000395,160.80801440001233,160.80801440001233,162.29289749998134,None,0,1,162.29324649996124,3.0,162.30946700001368,165.3171378999832,165.29628409998259,165.29630099999486,165.29674729995895,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_75_0.png,0,0,19,19,107,165.3171378999832,,165.29707480000798,165.2970784000354,165.3171378999832,165.82957639999222,165.84650469996268,165.86324460001197,165.84701139997924,165.84702609997476,165.86324460001197,166.1966204000055,166.1808698999812,166.18088369996985,2.0,166.1966204000055,168.19917479995638,168.1824441999779,168.18246069998713,168.18246400001226,V_nV,168.19917479995638,168.19917479995638,169.68359079997754,1,0,None,169.68383920000633,169.68384170002537,169.7002083999687,169.7002083999687,171.18533259996912,None,0,1,171.18567549996078,2.0,171.20405339996796,173.2046377999941,173.1874919999973,173.18750969995745,173.18796459998703,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_44_0.png,0,0,20,20,56,173.2046377999941,,173.1882921999786,173.18829590000678,173.2046377999941,173.70413289999124,173.72118429996772,173.7376072999905,173.7218096999568,173.72182759997668,173.7376072999905,174.07111799996346,174.05578150000656,174.05580019997433,1.0,174.07111799996346,175.07210980000673,175.05590360000497,175.05591870000353,175.05592150002485,nV_V,175.07210980000673,175.07210980000673,176.5571353000123,2,0,None,176.5574889999698,176.55749460001243,176.57363409997197,176.57363409997197,178.05854810000164,None,0,1,178.05888829997275,2.5,178.07512940000743,180.5794923999929,180.56161659996724,180.56163439998636,180.5620740999584,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_20_0.png,0,0,21,21,115,180.5794923999929,,180.56239450001158,180.56239820003975,180.5794923999929,181.09489479998592,181.111936900008,181.12858759996016,181.11245369998505,181.11247629998252,181.12858759996016,181.49530399998184,181.47946959995897,181.47948209999595,2.5,181.49530399998184,183.99778999999398,183.98148159997072,183.9814989999868,183.98151100001996,V_nV,183.99778999999398,183.99778999999398,185.48281909996876,1,0,None,185.48324450000655,185.4832505999948,185.49946929997532,185.49946929997532,186.98413070000242,None,0,1,186.98446959996363,3.0,187.0008141999715,190.00453849998303,189.98754239996197,189.9875606999849,189.98801420000382,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House30_0.png,0,0,22,22,31,190.00453849998303,,189.98832120001316,189.98832480004057,190.00453849998303,190.50421769998502,190.52115749998484,190.5378389999969,190.52155529998709,190.52156729996204,190.5378389999969,190.87125399999786,190.85525029996643,190.85526169999503,3.0,190.87125399999786,193.87427390000084,193.86000899999635,193.86002759996336,193.86003100004746,nV_V,193.87427390000084,193.87427390000084,195.35955549997743,1,0,None,195.3598903999664,195.35989690001588,195.3757378999726,195.3757378999726,196.86052079999354,None,0,1,196.86072080000304,2.0,196.87737040000502,198.8961257999763,198.86300499999197,198.86302310001338,198.86347829998704,195.3757378999726,195.3757378999726,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House82_0.png,0,0,23,23,51,198.8961257999763,,198.86380089999875,198.8638044000254,198.8961257999763,199.39642219996313,199.4133548999671,199.4302188999718,199.41387899999972,199.41389679996064,199.4302188999718,199.76340140000684,199.747833899979,199.74784570001066,2.0,199.76340140000684,201.76548750000075,201.74930109997513,201.74931659997674,201.74931970000034,V_nV,201.76548750000075,201.76548750000075,203.25037369999336,2,0,None,203.2507308999775,203.25073670002166,203.2670818999759,203.2670818999759,204.75309389998438,None,0,1,204.75364949996583,3.0,204.76986379997106,207.79619049996836,207.7562784999609,207.75636769999983,207.7577389999642,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_14_0.png,0,0,24,24,66,207.79619049996836,,207.7587671999936,207.75878810003633,207.79619049996836,208.30529389996082,208.32243709999602,208.33901180000976,208.3231224999763,208.32314519997453,208.33901180000976,208.67239689995768,208.65670569997746,208.656718299957,1.0,208.67239689995768,209.6734332999913,209.65722190000815,209.65723979996983,209.65724309999496,nV_V,209.6734332999913,209.6734332999913,211.15858569997363,2,0,None,211.15940070000943,211.1594194000354,211.17507639998803,211.17507639998803,212.65979549998883,None,0,1,212.6600392999826,2.5,212.67639119998785,215.1803021999658,215.16277009999612,215.16278779995628,215.16323569999076,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\female_51_0.png,0,0,25,25,175,215.1803021999658,,215.16355369996745,215.16355729999486,215.1803021999658,215.67935639998177,215.6962366999942,215.71402549999766,215.69676610000897,215.6967830999638,215.71402549999766,216.04636699997354,216.03045719995862,216.0304683999857,2.5,216.04636699997354,218.54888239997672,218.53270260000136,218.53271499997936,218.53271640004823,V_nV,218.54888239997672,218.54888239997672,220.0338232999784,1,0,None,220.03415530000348,220.03416010004003,220.05044319998706,220.05044319998706,221.53533669997705,None,0,1,221.53567409998504,3.0,221.55198129999917,224.56829989998369,224.53872660000343,224.53875299997162,224.53924319997896,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House13_0.png,0,0,26,26,151,224.56829989998369,,224.53956139995717,224.53956480004126,224.56829989998369,225.0720655999612,225.08903759997338,225.10574699996505,225.0894134999835,225.0894232999999,225.10574699996505,225.439149599988,225.42356480000308,225.42357809998794,2.0,225.439149599988,227.44105389999459,227.42491110000992,227.42492839996703,227.42493150004884,V_nV,227.44105389999459,227.44105389999459,228.92643809999572,2,0,None,228.92685479996726,228.92686050001066,228.94257499999367,228.94257499999367,230.42757589998655,None,0,1,230.4279225000064,2.5,230.44407329999376,232.95489950000774,232.93106350000016,232.93109689996345,232.93196009995881,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House26_0.png,0,0,27,27,29,232.95489950000774,,232.9325477000093,232.9325596000417,232.95489950000774,233.46414170000935,233.48088119999738,233.4974554000073,233.48139829997672,233.48141639999812,233.4974554000073,233.83080960001098,233.81511099997442,233.81512679997832,1.0,233.83080960001098,234.83184910001,234.8160056999768,234.81602139997995,234.8160228000488,nV_V,234.83184910001,234.83184910001,236.3167117999983,1,0,None,236.31706789997406,236.31707370001823,236.33347269997466,236.33347269997466,237.81825099996058,None,0,1,237.81858399999328,2.0,237.83485789998667,239.83798700000625,239.82068679999793,239.82070439995732,239.8211411999655,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House5_0.png,0,0,28,28,1,239.83798700000625,,239.82144999998854,239.82145340001443,239.83798700000625,240.33724239998264,240.35424119996605,240.37091409997083,240.35479829995893,240.35481489996891,240.37091409997083,240.70430769998347,240.6888988999999,240.68891739996616,1.0,240.70430769998347,241.70540059998166,241.68915140000172,241.68916839995654,241.68917200004216,V_nV,241.70540059998166,241.70540059998166,243.19026539998595,2,0,None,243.1906248999876,243.190630600031,243.20691730000544,243.20691730000544,244.69177450001007,None,0,1,244.69211989996256,2.0,244.70830930001102,246.71287809999194,246.69422129995655,246.6942392999772,246.69469380000373,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House90_0.png,0,0,29,29,26,246.71287809999194,,246.69501789996866,246.69502159999683,246.71287809999194,247.22747409995645,247.24440409999806,247.26115589996334,247.24493169999914,247.244949099957,247.26115589996334,247.59453639999265,247.57900460000383,247.57902740000281,1.0,247.59453639999265,248.59580909996293,248.58009499998298,248.5801580999978,248.58017170004314,V_nV,248.59580909996293,248.59580909996293,250.08044379996136,2,0,None,250.08080090000294,250.08080650004558,250.09704119997332,250.09704119997332,251.58192239998607,None,0,1,251.5822623000131,2.5,251.59864320000634,254.10289280000143,254.0849097999744,254.08493479999015,254.08538010000484,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House81_0.png,0,0,30,30,159,254.10289280000143,,254.08568670001114,254.0856902000378,254.10289280000143,254.61818869999843,254.6351391999633,254.65180910000345,254.63565750000998,254.635673999961,254.65180910000345,254.98539889999665,254.9697116999887,254.96972910000477,3.0,254.98539889999665,257.9882132000057,257.9722106999834,257.97222840000177,257.9722314000246,V_nV,257.9882132000057,257.9882132000057,259.4731010000105,2,0,None,259.4734556999756,259.473461400019,259.48980059998576,259.48980059998576,260.9747493999894,None,0,1,260.97507990000304,3.5,260.99131859996123,264.4966224000091,264.47859879996395,264.4786156999762,264.4790676999837,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Living_Things,processed\face\male_69_0.png,0,0,31,31,179,264.4966224000091,,264.4793781999615,264.47938170004636,264.4966224000091,265.011923699989,265.028850600007,265.04571159998886,265.02937669999665,265.02939400001196,265.04571159998886,265.3790055999998,265.3633706999826,265.3633886000025,1.0,265.3790055999998,266.3799749999889,266.3638728999649,266.363890299981,266.3638936000061,V_nV,266.3799749999889,266.3799749999889,267.86480270000175,1,0,None,267.86515430000145,267.86516000004485,267.881406600005,267.881406600005,269.3668832000112,None,0,1,269.36731160001364,3.0,269.3830096999882,272.39105849998305,272.3698938000016,272.36991800001124,272.37050939997425,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
Nonliving_Things,processed\house\House9_0.png,0,0,32,32,192,272.39105849998305,,272.3709491000045,272.3709557999973,272.39105849998305,272.9031565999612,272.92026009998517,272.9368880999973,272.9210280000116,272.92105239996454,272.9368880999973,273.2732216999866,273.25511309999274,273.25513939996017,2.5,273.2732216999866,275.7725614999654,275.75609420001274,275.7561059999862,275.7561072999961,V_nV,275.7725614999654,275.7725614999654,277.2576338999788,2,0,None,277.2579844999709,277.2579911000212,277.274156200001,277.274156200001,278.7595020000008,None,0,1,278.75990030000685,2.5,278.77559559996007,281.2808079000097,281.2619787000003,281.2619960999582,281.2624345999793,,,,,64,1,1,001,300,20,1,2023-10-25_13h11.49.579,post-mask-only,2023.2.3,59.964584925706816,2023-10-25 13h11.55.511432 +0800,
